GM,Hour
JUNXKE,200
JULXKE,200
AUGXKE,200
SEPXKE,200
OCTXKE,200
NOVXKE,200
DECXKE,200
JANXKF,200
FEBXKF,200
MARXKF,200
APRXKF,200
MAYXKF,200
JUNXKF,200
JULXKF,200
AUGXKF,200
SEPXKF,200
OCTXKF,200
NOVXKF,200
DECXKF,200
JANXKG,200
FEBXKG,200
MARXKG,200
APRXKG,200
MAYXKG,200
JUNXKG,200
JULXKG,200
AUGXKG,200
SEPXKG,200
OCTXKG,200
NOVXKG,200
DECXKG,200
JANXKH,700
FEBXKH,700
MARXKH,700
APRXKH,700
MAYXKH,700
JUNXKH,700
JULXKH,700
AUGXKH,700
SEPXKH,700
OCTXKH,700
NOVXKH,700
DECXKH,700
JANXKI,200
FEBXKI,200
MARXKI,200
APRXKI,200
MAYXKI,200
JUNXKI,200
JULXKI,200
AUGXKI,200
SEPXKI,200
OCTXKI,200
NOVXKI,200
DECXKI,200
JANXKJ,200
FEBXKJ,200
MARXKJ,200
APRXKJ,200
MAYXKJ,200
JUNXKJ,200
JULXKJ,200
AUGXKJ,200
SEPXKJ,200
OCTXKJ,200
NOVXKJ,200
DECXKJ,200
JANXKK,200
FEBXKK,200
MARXKK,200
APRXKK,200
MAYXKK,200
JUNXKK,200
JULXKK,200
AUGXKK,200
SEPXKK,200
OCTXKK,200
NOVXKK,200
DECXKK,200
JANXKL,800
FEBXKL,800
MARXKL,800
APRXKL,800
MAYXKL,800
JUNXKL,800
JULXKL,800
AUGXKL,800
SEPXKL,800
OCTXKL,800
NOVXKL,800
DECXKL,800
JANXKM,200
FEBXKM,200
MARXKM,200
APRXKM,200
MAYXKM,200
JUNXKM,200
JULXKM,200
AUGXKM,200
SEPXKM,200
OCTXKM,200
NOVXKM,200
DECXKM,200
JANXKN,200
FEBXKN,200
MARXKN,200
APRXKN,200
MAYXKN,200
JUNXKN,200
JULXKN,200
AUGXKN,200
SEPXKN,200
OCTXKN,200
NOVXKN,200
DECXKN,200
JANXKP,200
FEBXKP,200
MARXKP,200
APRXKP,200
MAYXKP,200
JUNXKP,200
JULXKP,200
AUGXKP,200
SEPXKP,200
OCTXKP,200
NOVXKP,200
DECXKP,200
JANXKQ,200
FEBXKQ,200
MARXKQ,200
APRXKQ,200
MAYXKQ,200
JUNXKQ,200
JULXKQ,200
AUGXKQ,200
SEPXKQ,200
OCTXKQ,200
NOVXKQ,200
DECXKQ,200
JANXKR,200
FEBXKR,200
MARXKR,200
APRXKR,200
MAYXKR,200
JUNXKR,200
JULXKR,200
AUGXKR,200
SEPXKR,200
OCTXKR,200
NOVXKR,200
DECXKR,200
JANXKS,-500
FEBXKS,-500
MARXKS,-500
APRXKS,-500
MAYXKS,-500
JUNXKS,-500
JULXKS,-500
AUGXKS,-500
SEPXKS,-500
OCTXKS,-500
NOVXKS,-500
DECXKS,-500
JANXKV,-400
FEBXKV,-400
MARXKV,-400
APRXKV,-400
MAYXKV,-400
JUNXKV,-400
JULXKV,-300
AUGXKV,-300
SEPXKV,-300
OCTXKV,-300
NOVXKV,-400
DECXKV,-400
JANXKW,200
FEBXKW,200
MARXKW,200
APRXKW,200
MAYXKW,200
JUNXKW,200
JULXKW,200
AUGXKW,200
SEPXKW,200
OCTXKW,200
NOVXKW,200
DECXKW,200
JANXKZ,200
FEBXKZ,200
MARXKZ,200
APRXKZ,200
MAYXKZ,200
JUNXKZ,200
JULXKZ,200
AUGXKZ,200
SEPXKZ,200
OCTXKZ,200
NOVXKZ,200
DECXKZ,200
JANXLB,-500
FEBXLB,-500
MARXLB,-500
APRXLB,-500
MAYXLB,-500
JUNXLB,-500
JULXLB,-500
AUGXLB,-500
SEPXLB,-500
OCTXLB,-500
NOVXLB,-500
DECXLB,-500
JANXLJ,-500
FEBXLJ,-500
MARXLJ,-500
APRXLJ,-500
MAYXLJ,-400
JUNXLJ,-400
JULXLJ,-400
AUGXLJ,-400
SEPXLJ,-400
OCTXLJ,-400
NOVXLJ,-500
DECXLJ,-500
JANXLM,-500
FEBXLM,-500
MARXLM,-500
APRXLM,-500
MAYXLM,-500
JUNXLM,-500
JULXLM,-500
AUGXLM,-500
SEPXLM,-500
OCTXLM,-500
NOVXLM,-500
DECXLM,-500
JANXLQ,-500
FEBXLQ,-500
MARXLQ,-500
APRXLQ,-500
MAYXLQ,-400
JUNXLQ,-400
JULXLQ,-400
AUGXLQ,-400
SEPXLQ,-400
OCTXLQ,-400
NOVXLQ,-500
DECXLQ,-500
JANXLS,0
FEBXLS,0
MARXLS,0
APRXLS,0
MAYXLS,0
JUNXLS,0
JULXLS,0
AUGXLS,0
SEPXLS,0
OCTXLS,0
NOVXLS,0
DECXLS,0
JANXLV,-500
FEBXLV,-500
MARXLV,-500
APRXLV,-500
MAYXLV,-400
JUNXLV,-400
JULXLV,-400
AUGXLV,-400
SEPXLV,-400
OCTXLV,-400
NOVXLV,-500
DECXLV,-500
JANXLY,-500
FEBXLY,-500
MARXLY,-500
APRXLY,-500
MAYXLY,-500
JUNXLY,-500
JULXLY,-500
AUGXLY,-500
SEPXLY,-500
OCTXLY,-500
NOVXLY,-500
DECXLY,-500
JANXLZ,-400
FEBXLZ,-400
MARXLZ,-400
APRXLZ,-400
MAYXLZ,-400
JUNXLZ,-400
JULXLZ,-300
AUGXLZ,-300
SEPXLZ,-300
OCTXLZ,-300
NOVXLZ,-400
DECXLZ,-400
JANXMB,400
FEBXMB,400
MARXMB,400
APRXMB,400
MAYXMB,400
JUNXMB,400
JULXMB,400
AUGXMB,400
SEPXMB,400
OCTXMB,400
NOVXMB,400
DECXMB,400
JANXMH,-1000
FEBXMH,-1000
MARXMH,-1000
APRXMH,-1000
MAYXMH,-1000
JUNXMH,-1000
JULXMH,-1000
AUGXMH,-1000
SEPXMH,-1000
OCTXMH,-1000
NOVXMH,-1000
DECXMH,-1000
JANXMN,800
FEBXMN,800
MARXMN,800
APRXMN,800
MAYXMN,800
JUNXMN,800
JULXMN,800
AUGXMN,800
SEPXMN,800
OCTXMN,800
NOVXMN,800
DECXMN,800
JANXMS,-500
FEBXMS,-500
MARXMS,-500
APRXMS,-500
MAYXMS,-500
JUNXMS,-500
JULXMS,-500
AUGXMS,-500
SEPXMS,-500
OCTXMS,-500
NOVXMS,-500
DECXMS,-500
JANXMY,1000
FEBXMY,1000
MARXMY,1000
APRXMY,1000
MAYXMY,1000
JUNXMY,1000
JULXMY,1000
AUGXMY,1000
SEPXMY,1000
OCTXMY,1000
NOVXMY,1000
DECXMY,1000
JANXNA,-600
FEBXNA,-600
MARXNA,-500
APRXNA,-500
MAYXNA,-500
JUNXNA,-500
JULXNA,-500
AUGXNA,-500
SEPXNA,-500
OCTXNA,-500
NOVXNA,-600
DECXNA,-600
JANXNB,400
FEBXNB,400
MARXNB,400
APRXNB,400
MAYXNB,400
JUNXNB,400
JULXNB,400
AUGXNB,400
SEPXNB,400
OCTXNB,400
NOVXNB,400
DECXNB,400
JANXND,200
FEBXND,200
MARXND,200
APRXND,200
MAYXND,200
JUNXND,200
JULXND,200
AUGXND,200
SEPXND,200
OCTXND,200
NOVXND,200
DECXND,200
JANXNE,0
FEBXNE,0
MARXNE,0
APRXNE,100
MAYXNE,100
JUNXNE,100
JULXNE,100
AUGXNE,100
SEPXNE,100
OCTXNE,100
NOVXNE,0
DECXNE,0
JANXNN,800
FEBXNN,800
MARXNN,800
APRXNN,800
MAYXNN,800
JUNXNN,800
JULXNN,800
AUGXNN,800
SEPXNN,800
OCTXNN,800
NOVXNN,800
DECXNN,800
JANXOB,200
FEBXOB,200
MARXOB,200
APRXOB,200
MAYXOB,200
JUNXOB,200
JULXOB,200
AUGXOB,200
SEPXOB,200
OCTXOB,200
NOVXOB,200
DECXOB,200
JANXOC,200
FEBXOC,200
MARXOC,200
APRXOC,200
MAYXOC,200
JUNXOC,200
JULXOC,200
AUGXOC,200
SEPXOC,200
OCTXOC,200
NOVXOC,200
DECXOC,200
JANXOD,200
FEBXOD,200
MARXOD,200
APRXOD,200
MAYXOD,200
JUNXOD,200
JULXOD,200
AUGXOD,200
SEPXOD,200
OCTXOD,200
NOVXOD,200
DECXOD,200
JANXOI,100
FEBXOI,100
MARXOI,100
APRXOI,200
MAYXOI,200
JUNXOI,200
JULXOI,200
AUGXOI,200
SEPXOI,200
OCTXOI,200
DECXOI,100
JANXOJ,200
FEBXOJ,200
MARXOJ,200
APRXOJ,200
MAYXOJ,200
JUNXOJ,200
JULXOJ,200
AUGXOJ,200
SEPXOJ,200
OCTXOJ,200
NOVXOJ,200
DECXOJ,200
JANXOK,-500
FEBXOK,-500
MARXOK,-500
APRXOK,-500
MAYXOK,-500
JUNXOK,-500
JULXOK,-500
AUGXOK,-500
SEPXOK,-500
OCTXOK,-500
NOVXOK,-500
DECXOK,-500
JANXOL,200
FEBXOL,200
MARXOL,200
APRXOL,200
MAYXOL,200
JUNXOL,200
JULXOL,200
AUGXOL,200
SEPXOL,200
OCTXOL,200
NOVXOL,200
DECXOL,200
JANXOO,100
FEBXOO,100
MARXOO,100
APRXOO,200
MAYXOO,200
JUNXOO,200
JULXOO,200
AUGXOO,200
SEPXOO,200
OCTXOO,200
DECXOO,100
JANXOP,100
FEBXOP,100
MARXOP,100
APRXOP,200
MAYXOP,200
JUNXOP,200
JULXOP,200
AUGXOP,200
SEPXOP,200
OCTXOP,200
NOVXOP,100
DECXOP,100
JANXOQ,200
FEBXOQ,200
MARXOQ,200
APRXOQ,200
MAYXOQ,200
JUNXOQ,200
JULXOQ,200
AUGXOQ,200
SEPXOQ,200
OCTXOQ,200
NOVXOQ,200
DECXOQ,200
JANXOR,200
FEBXOR,200
MARXOR,200
APRXOR,200
MAYXOR,200
JUNXOR,200
JULXOR,200
AUGXOR,200
SEPXOR,200
OCTXOR,200
NOVXOR,200
DECXOR,200
MAYXOU,200
JUNXOU,200
JULXOU,200
AUGXOU,200
SEPXOU,200
OCTXOU,200
NOVXOU,200
DECXOU,200
JANXOV,100
FEBXOV,100
MARXOV,100
APRXOV,200
MAYXOV,200
JUNXOV,200
JULXOV,200
AUGXOV,200
SEPXOV,200
OCTXOV,200
DECXOV,100
JANXOZ,300
FEBXOZ,300
MARXOZ,300
APRXOZ,300
MAYXOZ,300
JUNXOZ,300
JULXOZ,300
AUGXOZ,300
SEPXOZ,300
OCTXOZ,300
NOVXOZ,300
DECXOZ,300
JANXPB,-700
FEBXPB,-700
MARXPB,-700
APRXPB,-700
MAYXPB,-700
JUNXPB,-700
JULXPB,-700
AUGXPB,-700
SEPXPB,-700
OCTXPB,-700
NOVXPB,-700
DECXPB,-700
JANXPG,100
FEBXPG,200
MARXPG,200
APRXPG,200
MAYXPG,200
JUNXPG,200
JULXPG,200
AUGXPG,200
SEPXPG,200
OCTXPG,200
NOVXPG,100
DECXPG,100
JANXPJ,100
FEBXPJ,100
MARXPJ,100
APRXPJ,200
MAYXPJ,200
JUNXPJ,200
JULXPJ,200
AUGXPJ,200
SEPXPJ,200
OCTXPJ,200
NOVXPJ,100
DECXPJ,100
JANXPK,-500
FEBXPK,-500
MARXPK,-500
APRXPK,-500
MAYXPK,-500
JUNXPK,-500
JULXPK,-500
AUGXPK,-500
SEPXPK,-500
OCTXPK,-500
NOVXPK,-500
DECXPK,-500
JANXPN,-500
FEBXPN,-500
MARXPN,-500
APRXPN,-500
MAYXPN,-500
JUNXPN,-500
JULXPN,-500
AUGXPN,-500
SEPXPN,-500
OCTXPN,-500
NOVXPN,-500
DECXPN,-500
JANXPQ,800
FEBXPQ,800
MARXPQ,800
APRXPQ,800
MAYXPQ,800
JUNXPQ,800
JULXPQ,800
AUGXPQ,800
SEPXPQ,800
OCTXPQ,800
NOVXPQ,800
DECXPQ,800
JANXPX,-500
FEBXPX,-500
MARXPX,-500
APRXPX,-500
MAYXPX,-500
JUNXPX,-500
JULXPX,-500
AUGXPX,-500
SEPXPX,-500
OCTXPX,-500
NOVXPX,-500
DECXPX,-500
JANXQA,200
FEBXQA,200
MARXQA,200
APRXQA,200
MAYXQA,200
JUNXQA,200
JULXQA,200
AUGXQA,200
SEPXQA,200
OCTXQA,200
NOVXQA,200
DECXQA,200
JANXQE,100
FEBXQE,100
MARXQE,100
APRXQE,100
MAYXQE,100
JUNXQE,100
JULXQE,100
AUGXQE,100
SEPXQE,100
OCTXQE,100
NOVXQE,0
DECXQE,100
JANXQP,-600
FEBXQP,-600
MARXQP,-600
APRXQP,-600
MAYXQP,-600
JUNXQP,-600
JULXQP,-600
AUGXQP,-600
SEPXQP,-600
OCTXQP,-600
NOVXQP,-600
DECXQP,-600
JANXQU,-800
FEBXQU,-800
MARXQU,-800
APRXQU,-800
MAYXQU,-700
JUNXQU,-700
JULXQU,-700
AUGXQU,-700
SEPXQU,-700
OCTXQU,-700
NOVXQU,-800
DECXQU,-800
JANXRD,200
FEBXRD,200
MARXRD,200
APRXRD,200
MAYXRD,200
JUNXRD,200
JULXRD,200
AUGXRD,200
SEPXRD,200
OCTXRD,200
NOVXRD,200
DECXRD,200
JANXRE,0
FEBXRE,0
MARXRE,0
APRXRE,0
MAYXRE,100
JUNXRE,100
JULXRE,100
AUGXRE,100
SEPXRE,100
OCTXRE,100
NOVXRE,0
DECXRE,0
JANXRF,100
FEBXRF,100
MARXRF,100
APRXRF,200
MAYXRF,200
JUNXRF,200
JULXRF,200
AUGXRF,200
SEPXRF,200
OCTXRF,200
NOVXRF,100
DECXRF,100
MAYXRJ,200
JUNXRJ,200
JULXRJ,200
AUGXRJ,200
SEPXRJ,200
OCTXRJ,200
NOVXRJ,100
JANXRP,-500
FEBXRP,-500
MARXRP,-500
APRXRP,-500
MAYXRP,-500
JUNXRP,-500
JULXRP,-500
AUGXRP,-500
SEPXRP,-500
OCTXRP,-500
NOVXRP,-500
DECXRP,-500
JANXRY,100
FEBXRY,100
MARXRY,100
APRXRY,200
MAYXRY,200
JUNXRY,200
JULXRY,200
AUGXRY,200
SEPXRY,200
OCTXRY,200
NOVXRY,100
DECXRY,100
JANXSB,400
FEBXSB,400
MARXSB,400
APRXSB,400
MAYXSB,400
JUNXSB,400
JULXSB,400
AUGXSB,400
SEPXSB,400
OCTXSB,400
NOVXSB,400
DECXSB,400
JANXSC,-400
FEBXSC,-400
MARXSC,-400
APRXSC,-400
MAYXSC,-400
JUNXSC,-400
JULXSC,-400
AUGXSC,-400
SEPXSC,-400
OCTXSC,-400
NOVXSC,-400
DECXSC,-400
JANXSH,100
FEBXSH,100
MARXSH,100
APRXSH,200
MAYXSH,200
JUNXSH,200
JULXSH,200
AUGXSH,200
SEPXSH,200
OCTXSH,200
NOVXSH,100
DECXSH,100
JANXSI,-500
FEBXSI,-500
MARXSI,-500
APRXSI,-500
MAYXSI,-500
JUNXSI,-500
JULXSI,-500
AUGXSI,-500
SEPXSI,-500
OCTXSI,-500
NOVXSI,-500
DECXSI,-500
JANXSP,800
FEBXSP,800
MARXSP,800
APRXSP,800
MAYXSP,800
JUNXSP,800
JULXSP,800
AUGXSP,800
SEPXSP,800
OCTXSP,800
NOVXSP,800
DECXSP,800
JANXTA,800
FEBXTA,800
MARXTA,800
APRXTA,800
MAYXTA,800
JUNXTA,800
JULXTA,800
AUGXTA,800
SEPXTA,800
OCTXTA,800
NOVXTA,800
DECXTA,800
JANXTF,800
FEBXTF,800
MARXTF,800
APRXTF,800
MAYXTF,800
JUNXTF,800
JULXTF,800
AUGXTF,800
SEPXTF,800
OCTXTF,800
NOVXTF,800
DECXTF,800
JANXTG,1000
FEBXTG,1000
MARXTG,1000
APRXTG,1000
MAYXTG,1000
JUNXTG,1000
JULXTG,1000
AUGXTG,1000
SEPXTG,1000
OCTXTG,1000
NOVXTG,1000
DECXTG,1000
JANXTI,200
FEBXTI,200
MARXTI,200
APRXTI,200
MAYXTI,200
JUNXTI,200
JULXTI,200
AUGXTI,200
SEPXTI,200
OCTXTI,200
NOVXTI,200
DECXTI,200
JANXTJ,200
FEBXTJ,200
MARXTJ,200
APRXTJ,200
MAYXTJ,200
JUNXTJ,200
JULXTJ,200
AUGXTJ,200
SEPXTJ,200
OCTXTJ,200
NOVXTJ,200
DECXTJ,200
JANXTL,-500
FEBXTL,-500
MARXTL,-500
APRXTL,-500
MAYXTL,-500
JUNXTL,-500
JULXTL,-500
AUGXTL,-500
SEPXTL,-500
OCTXTL,-500
NOVXTL,-500
DECXTL,-500
JANXTY,-500
FEBXTY,-500
MARXTY,-500
APRXTY,-500
MAYXTY,-500
JUNXTY,-500
JULXTY,-500
AUGXTY,-500
SEPXTY,-500
OCTXTY,-500
NOVXTY,-500
DECXTY,-500
JANXUA,200
FEBXUA,200
MARXUA,200
APRXUA,200
MAYXUA,200
JUNXUA,200
JULXUA,200
AUGXUA,200
SEPXUA,200
OCTXUA,200
NOVXUA,200
DECXUA,200
JANXUB,200
FEBXUB,200
MARXUB,200
APRXUB,200
MAYXUB,200
JUNXUB,200
JULXUB,200
AUGXUB,200
SEPXUB,200
OCTXUB,200
NOVXUB,200
DECXUB,200
JANXUC,200
FEBXUC,200
MARXUC,200
APRXUC,200
MAYXUC,200
JUNXUC,200
JULXUC,200
AUGXUC,200
SEPXUC,200
OCTXUC,200
NOVXUC,200
DECXUC,200
JANXUE,200
FEBXUE,200
MARXUE,200
APRXUE,200
MAYXUE,200
JUNXUE,200
JULXUE,200
AUGXUE,200
SEPXUE,200
OCTXUE,200
NOVXUE,200
DECXUE,200
JANXUF,200
FEBXUF,200
AUGXUF,200
SEPXUF,200
OCTXUF,200
NOVXUF,200
DECXUF,200
JANXUG,200
FEBXUG,200
MARXUG,200
APRXUG,200
MAYXUG,200
JUNXUG,200
JULXUG,200
AUGXUG,200
SEPXUG,200
OCTXUG,200
NOVXUG,200
DECXUG,200
JANXUH,200
FEBXUH,200
MARXUH,200
APRXUH,200
MAYXUH,200
JUNXUH,200
JULXUH,200
AUGXUH,200
SEPXUH,200
OCTXUH,200
NOVXUH,200
DECXUH,200
JANXUI,200
FEBXUI,200
MARXUI,200
APRXUI,200
MAYXUI,200
JUNXUI,200
JULXUI,200
AUGXUI,200
SEPXUI,200
OCTXUI,200
NOVXUI,200
DECXUI,200
JANXUJ,200
FEBXUJ,200
MARXUJ,200
APRXUJ,200
MAYXUJ,200
JUNXUJ,200
JULXUJ,200
AUGXUJ,200
SEPXUJ,200
OCTXUJ,200
NOVXUJ,200
DECXUJ,200
JANXUL,200
FEBXUL,200
MARXUL,200
APRXUL,200
MAYXUL,200
JUNXUL,200
JULXUL,200
AUGXUL,200
SEPXUL,200
OCTXUL,200
NOVXUL,200
DECXUL,200
JANXUM,200
FEBXUM,200
MARXUM,200
APRXUM,200
MAYXUM,200
JUNXUM,200
JULXUM,200
AUGXUM,200
SEPXUM,200
OCTXUM,200
NOVXUM,200
DECXUM,200
JANXUO,200
FEBXUO,200
MARXUO,200
APRXUO,200
MAYXUO,200
JUNXUO,200
JULXUO,200
AUGXUO,200
SEPXUO,200
OCTXUO,200
NOVXUO,200
DECXUO,200
JANXUQ,200
FEBXUQ,200
MARXUQ,200
APRXUQ,200
MAYXUQ,200
JUNXUQ,200
JULXUQ,200
AUGXUQ,200
SEPXUQ,200
OCTXUQ,200
NOVXUQ,200
DECXUQ,200
JANXUR,200
FEBXUR,200
MARXUR,200
APRXUR,200
MAYXUR,200
JUNXUR,200
JULXUR,200
AUGXUR,200
SEPXUR,200
OCTXUR,200
NOVXUR,200
DECXUR,200
JANXUS,200
FEBXUS,200
MARXUS,200
APRXUS,200
MAYXUS,200
JUNXUS,200
JULXUS,200
AUGXUS,200
SEPXUS,200
OCTXUS,200
NOVXUS,200
DECXUS,200
JANXUT,200
FEBXUT,200
MARXUT,200
APRXUT,200
MAYXUT,200
JUNXUT,200
JULXUT,200
AUGXUT,200
SEPXUT,200
OCTXUT,200
NOVXUT,200
DECXUT,200
JANXUU,200
FEBXUU,200
MARXUU,200
APRXUU,200
MAYXUU,200
JUNXUU,200
JULXUU,200
AUGXUU,200
SEPXUU,200
OCTXUU,200
NOVXUU,200
DECXUU,200
JANXUV,200
FEBXUV,200
MARXUV,200
APRXUV,200
MAYXUV,200
JUNXUV,200
JULXUV,200
AUGXUV,200
SEPXUV,200
OCTXUV,200
NOVXUV,200
DECXUV,200
JANXUW,200
FEBXUW,200
MARXUW,200
APRXUW,200
MAYXUW,200
JUNXUW,200
JULXUW,200
AUGXUW,200
SEPXUW,200
OCTXUW,200
NOVXUW,200
DECXUW,200
JANXUX,200
FEBXUX,200
MARXUX,200
APRXUX,200
MAYXUX,200
JUNXUX,200
JULXUX,200
AUGXUX,200
SEPXUX,200
OCTXUX,200
NOVXUX,200
DECXUX,200
JANXUZ,800
FEBXUZ,800
MARXUZ,800
APRXUZ,800
MAYXUZ,800
JUNXUZ,800
JULXUZ,800
AUGXUZ,800
SEPXUZ,800
OCTXUZ,800
NOVXUZ,800
DECXUZ,800
JANXVK,200
FEBXVK,200
MARXVK,200
APRXVK,200
MAYXVK,200
JUNXVK,200
JULXVK,200
AUGXVK,200
SEPXVK,200
OCTXVK,200
NOVXVK,200
DECXVK,200
JANXVV,-500
FEBXVV,-500
MARXVV,-500
APRXVV,-500
MAYXVV,-500
JUNXVV,-500
JULXVV,-500
AUGXVV,-500
SEPXVV,-500
OCTXVV,-500
NOVXVV,-500
DECXVV,-500
MAYXVY,200
JUNXVY,200
JULXVY,200
AUGXVY,200
SEPXVY,200
OCTXVY,200
NOVXVY,100
JANXWC,100
FEBXWC,100
MARXWC,100
APRXWC,100
MAYXWC,200
JUNXWC,200
JULXWC,200
AUGXWC,200
SEPXWC,200
OCTXWC,200
NOVXWC,100
DECXWC,100
JANXWF,100
FEBXWF,100
MARXWF,100
APRXWF,100
MAYXWF,200
JUNXWF,200
JULXWF,200
AUGXWF,200
SEPXWF,200
OCTXWF,200
NOVXWF,100
DECXWF,100
JANXWG,100
FEBXWG,100
MARXWG,100
APRXWG,200
MAYXWG,200
JUNXWG,200
JULXWG,200
AUGXWG,200
SEPXWG,200
OCTXWG,200
NOVXWG,100
DECXWG,100
JANXWK,200
FEBXWK,200
MARXWK,200
APRXWK,200
MAYXWK,200
JUNXWK,200
JULXWK,200
AUGXWK,200
SEPXWK,200
OCTXWK,200
NOVXWK,200
DECXWK,200
JANXWL,200
FEBXWL,200
MARXWL,200
APRXWL,200
MAYXWL,200
JUNXWL,200
JULXWL,200
AUGXWL,200
SEPXWL,200
OCTXWL,200
NOVXWL,200
DECXWL,200
JANXWM,200
FEBXWM,200
MARXWM,200
APRXWM,200
MAYXWM,200
JUNXWM,200
JULXWM,200
AUGXWM,200
SEPXWM,200
OCTXWM,200
NOVXWM,200
DECXWM,200
JANXWP,100
FEBXWP,100
MARXWP,100
APRXWP,100
MAYXWP,100
JUNXWP,100
JULXWP,100
AUGXWP,100
SEPXWP,100
OCTXWP,100
NOVXWP,100
DECXWP,100
JANXWR,200
FEBXWR,200
MARXWR,200
APRXWR,200
MAYXWR,200
JUNXWR,200
JULXWR,200
AUGXWR,200
SEPXWR,200
OCTXWR,200
NOVXWR,200
DECXWR,200
JANXWS,0
FEBXWS,0
MARXWS,0
APRXWS,100
MAYXWS,100
JUNXWS,100
JULXWS,100
AUGXWS,100
SEPXWS,100
OCTXWS,100
NOVXWS,0
DECXWS,0
JANXWX,200
FEBXWX,200
MARXWX,200
APRXWX,200
MAYXWX,200
JUNXWX,200
JULXWX,200
AUGXWX,200
SEPXWX,200
OCTXWX,200
NOVXWX,200
DECXWX,200
JANXWY,-500
FEBXWY,-500
MARXWY,-500
APRXWY,-500
MAYXWY,-500
JUNXWY,-500
JULXWY,-500
AUGXWY,-500
SEPXWY,-500
OCTXWY,-500
NOVXWY,-500
DECXWY,-500
JANXWZ,200
FEBXWZ,200
MARXWZ,200
APRXWZ,200
MAYXWZ,200
JUNXWZ,200
JULXWZ,200
AUGXWZ,200
SEPXWZ,200
OCTXWZ,200
NOVXWZ,200
DECXWZ,200
JANXXA,200
FEBXXA,200
MARXXA,200
APRXXA,200
MAYXXA,200
JUNXXA,200
JULXXA,200
AUGXXA,200
SEPXXA,200
OCTXXA,200
NOVXXA,200
DECXXA,200
JANXXC,200
FEBXXC,200
MARXXC,200
APRXXC,200
MAYXXC,200
JUNXXC,200
JULXXC,200
AUGXXC,200
SEPXXC,200
OCTXXC,200
NOVXXC,200
DECXXC,200
JANXXE,200
FEBXXE,200
MARXXE,200
APRXXE,200
MAYXXE,200
JUNXXE,200
JULXXE,200
AUGXXE,200
SEPXXE,200
OCTXXE,200
NOVXXE,200
DECXXE,200
JANXXG,200
FEBXXG,200
MARXXG,200
APRXXG,200
MAYXXG,200
JUNXXG,200
JULXXG,200
AUGXXG,200
SEPXXG,200
OCTXXG,200
NOVXXG,200
DECXXG,200
JANXXL,200
FEBXXL,200
MARXXL,200
APRXXL,200
MAYXXL,200
JUNXXL,200
JULXXL,200
AUGXXL,200
SEPXXL,200
OCTXXL,200
NOVXXL,200
DECXXL,200
JANXXM,200
FEBXXM,200
MARXXM,200
APRXXM,200
MAYXXM,200
JUNXXM,200
JULXXM,200
AUGXXM,200
SEPXXM,200
OCTXXM,200
NOVXXM,200
DECXXM,200
JANXXO,100
FEBXXO,100
MARXXO,100
APRXXO,100
MAYXXO,200
JUNXXO,200
JULXXO,200
AUGXXO,200
SEPXXO,200
OCTXXO,200
NOVXXO,100
DECXXO,100
JANXXR,200
FEBXXR,200
MARXXR,200
APRXXR,200
MAYXXR,200
JUNXXR,200
JULXXR,200
AUGXXR,200
SEPXXR,200
OCTXXR,200
NOVXXR,200
DECXXR,200
JANXXT,200
FEBXXT,200
MARXXT,200
APRXXT,200
MAYXXT,200
JUNXXT,200
JULXXT,200
AUGXXT,200
SEPXXT,200
OCTXXT,200
NOVXXT,200
DECXXT,200
JANXXU,100
FEBXXU,100
MARXXU,100
APRXXU,100
MAYXXU,200
JUNXXU,200
JULXXU,200
AUGXXU,200
SEPXXU,200
OCTXXU,200
NOVXXU,100
DECXXU,100
JANXXZ,200
FEBXXZ,200
MARXXZ,200
APRXXZ,200
MAYXXZ,200
JUNXXZ,200
JULXXZ,200
AUGXXZ,200
SEPXXZ,200
OCTXXZ,200
NOVXXZ,200
DECXXZ,200
JANXYA,1100
FEBXYA,1100
MARXYA,1100
APRXYA,1100
MAYXYA,1100
JUNXYA,1100
JULXYA,1100
AUGXYA,1100
SEPXYA,1100
OCTXYA,1100
NOVXYA,1100
DECXYA,1100
JANXYB,100
FEBXYB,100
MARXYB,100
APRXYB,100
MAYXYB,200
JUNXYB,200
JULXYB,200
AUGXYB,200
SEPXYB,200
OCTXYB,200
NOVXYB,100
DECXYB,100
JANXYD,100
FEBXYD,100
MARXYD,100
APRXYD,200
MAYXYD,200
JUNXYD,200
JULXYD,200
AUGXYD,200
SEPXYD,200
OCTXYD,200
NOVXYD,100
DECXYD,100
JANXYF,200
FEBXYF,200
MARXYF,200
APRXYF,200
MAYXYF,200
JUNXYF,200
JULXYF,200
AUGXYF,200
SEPXYF,200
OCTXYF,200
NOVXYF,200
DECXYF,200
JANXYH,100
FEBXYH,100
MARXYH,100
APRXYH,100
MAYXYH,100
JUNXYH,100
JULXYH,100
AUGXYH,100
SEPXYH,100
OCTXYH,100
NOVXYH,100
DECXYH,100
JANXYK,100
FEBXYK,100
MARXYK,100
APRXYK,100
MAYXYK,200
JUNXYK,200
JULXYK,200
AUGXYK,200
SEPXYK,200
OCTXYK,200
NOVXYK,100
DECXYK,100
JANXYM,200
FEBXYM,200
MARXYM,200
APRXYM,200
MAYXYM,200
JUNXYM,200
JULXYM,200
AUGXYM,200
SEPXYM,200
OCTXYM,200
NOVXYM,200
DECXYM,200
JANXYP,100
FEBXYP,100
MARXYP,100
APRXYP,100
MAYXYP,200
JUNXYP,200
JULXYP,200
