GM,Hour
MARHHQ,700
APRHHQ,700
MAYHHQ,700
JUNHHQ,700
JULHHQ,700
AUGHHQ,700
SEPHHQ,700
OCTHHQ,700
NOVHHQ,700
DECHHQ,700
JANHIA,800
FEBHIA,800
MARHIA,800
APRHIA,800
MAYHIA,800
JUNHIA,800
JULHIA,800
AUGHIA,800
SEPHIA,800
OCTHIA,800
NOVHIA,800
DECHIA,800
JANHIB,-600
FEBHIB,-600
MARHIB,-500
APRHIB,-500
MAYHIB,-500
JUNHIB,-500
JULHIB,-500
AUGHIB,-500
SEPHIB,-500
OCTHIB,-500
NOVHIB,-600
DECHIB,-600
JANHID,1000
FEBHID,1000
MARHID,1000
APRHID,1000
MAYHID,1000
JUNHID,1000
JULHID,1000
AUGHID,1000
SEPHID,1000
OCTHID,1000
NOVHID,1000
DECHID,1000
JANHII,-700
FEBHII,-700
MARHII,-700
APRHII,-700
MAYHII,-700
JUNHII,-700
JULHII,-700
AUGHII,-700
SEPHII,-700
OCTHII,-700
NOVHII,-700
DECHII,-700
JANHIJ,900
FEBHIJ,900
MARHIJ,900
APRHIJ,900
MAYHIJ,900
JUNHIJ,900
JULHIJ,900
AUGHIJ,900
SEPHIJ,900
OCTHIJ,900
NOVHIJ,900
DECHIJ,900
JANHIL,300
FEBHIL,300
MARHIL,300
APRHIL,300
MAYHIL,300
JUNHIL,300
JULHIL,300
AUGHIL,300
SEPHIL,300
OCTHIL,300
NOVHIL,300
DECHIL,300
JANHIN,900
FEBHIN,900
MARHIN,900
APRHIN,900
MAYHIN,900
JUNHIN,900
JULHIN,900
AUGHIN,900
SEPHIN,900
OCTHIN,900
NOVHIN,900
DECHIN,900
JANHIO,-800
FEBHIO,-800
MARHIO,-800
APRHIO,-800
MAYHIO,-800
JUNHIO,-800
JULHIO,-800
AUGHIO,-800
SEPHIO,-800
OCTHIO,-800
NOVHIO,-800
DECHIO,-800
JANHIR,1100
FEBHIR,1100
MARHIR,1100
APRHIR,1100
MAYHIR,1100
JUNHIR,1100
JULHIR,1100
AUGHIR,1100
SEPHIR,1100
OCTHIR,1100
NOVHIR,1100
DECHIR,1100
JANHIS,1000
FEBHIS,1000
MARHIS,1000
APRHIS,1000
MAYHIS,1000
JUNHIS,1000
JULHIS,1000
AUGHIS,1000
SEPHIS,1000
OCTHIS,1000
NOVHIS,1000
DECHIS,1000
JANHIT,1000
FEBHIT,1000
MARHIT,1000
APRHIT,1000
MAYHIT,1000
JUNHIT,1000
JULHIT,1000
AUGHIT,1000
SEPHIT,1000
OCTHIT,1000
NOVHIT,1000
DECHIT,1000
JANHIW,900
FEBHIW,900
MARHIW,900
APRHIW,900
MAYHIW,900
JUNHIW,900
JULHIW,900
AUGHIW,900
SEPHIW,900
OCTHIW,900
NOVHIW,900
DECHIW,900
JANHIX,-930
FEBHIX,-930
MARHIX,-930
APRHIX,-930
MAYHIX,-930
JUNHIX,-930
JULHIX,-930
AUGHIX,-930
SEPHIX,-930
OCTHIX,-930
NOVHIX,-930
DECHIX,-930
JANHJJ,800
FEBHJJ,800
MARHJJ,800
APRHJJ,800
MAYHJJ,800
JUNHJJ,800
JULHJJ,800
AUGHJJ,800
SEPHJJ,800
OCTHJJ,800
NOVHJJ,800
DECHJJ,800
JANHJR,530
FEBHJR,530
MARHJR,530
APRHJR,530
MAYHJR,530
JUNHJR,530
JULHJR,530
AUGHJR,530
SEPHJR,530
OCTHJR,530
NOVHJR,530
DECHJR,530
JANHKB,-800
FEBHKB,-800
MARHKB,-800
APRHKB,-800
MAYHKB,-800
JUNHKB,-800
JULHKB,-800
AUGHKB,-800
SEPHKB,-800
OCTHKB,-800
NOVHKB,-800
DECHKB,-800
JANHKD,900
FEBHKD,900
MARHKD,900
APRHKD,900
MAYHKD,900
JUNHKD,900
JULHKD,900
AUGHKD,900
SEPHKD,900
OCTHKD,900
NOVHKD,900
DECHKD,900
JANHKG,800
FEBHKG,800
MARHKG,800
APRHKG,800
MAYHKG,800
JUNHKG,800
JULHKG,800
AUGHKG,800
SEPHKG,800
OCTHKG,800
NOVHKG,800
DECHKG,800
JANHKK,1300
FEBHKK,1300
MARHKK,1300
APRHKK,1200
MAYHKK,1200
JUNHKK,1200
JULHKK,1200
AUGHKK,1200
SEPHKK,1200
OCTHKK,1300
NOVHKK,1300
DECHKK,1300
JANHKN,1000
FEBHKN,1000
MARHKN,1000
APRHKN,1000
MAYHKN,1000
JUNHKN,1000
JULHKN,1000
AUGHKN,1000
SEPHKN,1000
OCTHKN,1000
NOVHKN,1000
DECHKN,1000
JANHKS,-500
FEBHKS,-500
MARHKS,-500
APRHKS,-500
MAYHKS,-500
JUNHKS,-500
JULHKS,-500
AUGHKS,-500
SEPHKS,-500
OCTHKS,-500
NOVHKS,-500
DECHKS,-500
JANHKT,700
FEBHKT,700
MARHKT,700
APRHKT,700
MAYHKT,700
JUNHKT,700
JULHKT,700
AUGHKT,700
SEPHKT,700
OCTHKT,700
NOVHKT,700
DECHKT,700
JANHKY,-500
FEBHKY,-500
MARHKY,-500
APRHKY,-400
MAYHKY,-400
JUNHKY,-400
JULHKY,-400
AUGHKY,-400
SEPHKY,-400
OCTHKY,-400
NOVHKY,-500
DECHKY,-500
JANHLA,200
FEBHLA,200
MARHLA,200
APRHLA,200
MAYHLA,200
JUNHLA,200
JULHLA,200
AUGHLA,200
SEPHLA,200
OCTHLA,200
NOVHLA,200
DECHLA,200
JANHLD,800
FEBHLD,800
MARHLD,800
APRHLD,800
MAYHLD,800
JUNHLD,800
JULHLD,800
AUGHLD,800
SEPHLD,800
OCTHLD,800
NOVHLD,800
DECHLD,800
JANHLF,200
FEBHLF,200
MARHLF,200
APRHLF,200
MAYHLF,200
JUNHLF,200
AUGHLF,200
SEPHLF,200
OCTHLF,200
NOVHLF,200
DECHLF,200
JANHLH,800
FEBHLH,800
MARHLH,800
APRHLH,800
MAYHLH,800
JUNHLH,800
JULHLH,800
AUGHLH,800
SEPHLH,800
OCTHLH,800
NOVHLH,800
DECHLH,800
JANHLN,-700
FEBHLN,-700
MARHLN,-600
APRHLN,-600
MAYHLN,-600
JUNHLN,-600
JULHLN,-600
AUGHLN,-600
SEPHLN,-600
OCTHLN,-600
NOVHLN,-700
DECHLN,-700
JANHLP,700
FEBHLP,700
MARHLP,700
APRHLP,700
MAYHLP,700
JUNHLP,700
JULHLP,700
AUGHLP,700
SEPHLP,700
OCTHLP,700
NOVHLP,700
DECHLP,700
JANHLT,1000
FEBHLT,1000
MARHLT,1000
APRHLT,1000
MAYHLT,1000
JUNHLT,1000
JULHLT,1000
AUGHLT,1000
SEPHLT,1000
OCTHLT,1000
NOVHLT,1000
DECHLT,1000
JANHLZ,1300
FEBHLZ,1300
MARHLZ,1300
APRHLZ,1200
MAYHLZ,1200
JUNHLZ,1200
JULHLZ,1200
AUGHLZ,1200
SEPHLZ,1200
OCTHLZ,1300
NOVHLZ,1300
DECHLZ,1300
JANHMA,500
FEBHMA,500
MARHMA,500
APRHMA,500
MAYHMA,500
JUNHMA,500
JULHMA,500
AUGHMA,500
SEPHMA,500
OCTHMA,500
NOVHMA,500
DECHMA,500
JANHMB,200
FEBHMB,200
MARHMB,200
APRHMB,200
MAYHMB,200
JUNHMB,200
JULHMB,200
AUGHMB,200
SEPHMB,200
OCTHMB,200
NOVHMB,200
DECHMB,200
JANHME,100
FEBHME,100
MARHME,100
APRHME,100
MAYHME,100
JUNHME,100
JULHME,100
AUGHME,100
SEPHME,100
OCTHME,100
NOVHME,100
DECHME,100
JANHMI,800
FEBHMI,800
MARHMI,800
APRHMI,800
MAYHMI,800
JUNHMI,800
JULHMI,800
AUGHMI,800
SEPHMI,800
OCTHMI,800
NOVHMI,800
DECHMI,800
JANHMO,-700
FEBHMO,-700
MARHMO,-700
APRHMO,-700
MAYHMO,-700
JUNHMO,-700
JULHMO,-700
AUGHMO,-700
SEPHMO,-700
OCTHMO,-700
NOVHMO,-700
DECHMO,-700
JANHMR,200
FEBHMR,200
MARHMR,200
APRHMR,200
MAYHMR,200
JUNHMR,200
JULHMR,200
AUGHMR,200
SEPHMR,200
OCTHMR,200
NOVHMR,200
DECHMR,200
JANHMV,200
FEBHMV,200
MARHMV,200
APRHMV,200
MAYHMV,200
JUNHMV,200
JULHMV,200
AUGHMV,200
SEPHMV,200
OCTHMV,200
NOVHMV,200
DECHMV,200
JANHNA,900
FEBHNA,900
MARHNA,900
APRHNA,900
MAYHNA,900
JUNHNA,900
JULHNA,900
AUGHNA,900
SEPHNA,900
OCTHNA,900
NOVHNA,900
DECHNA,900
JANHND,900
FEBHND,900
MARHND,900
APRHND,900
MAYHND,900
JUNHND,900
JULHND,900
AUGHND,900
SEPHND,900
OCTHND,900
NOVHND,900
DECHND,900
JANHNH,-800
FEBHNH,-800
MARHNH,-800
APRHNH,-800
MAYHNH,-800
JUNHNH,-800
JULHNH,-800
AUGHNH,-800
SEPHNH,-800
OCTHNH,-800
NOVHNH,-800
DECHNH,-800
JANHNL,-1000
FEBHNL,-1000
MARHNL,-1000
APRHNL,-1000
MAYHNL,-1000
JUNHNL,-1000
JULHNL,-1000
AUGHNL,-1000
SEPHNL,-1000
OCTHNL,-1000
NOVHNL,-1000
DECHNL,-1000
JANHNM,-1000
FEBHNM,-1000
MARHNM,-1000
APRHNM,-1000
MAYHNM,-1000
JUNHNM,-1000
JULHNM,-1000
AUGHNM,-1000
SEPHNM,-1000
OCTHNM,-1000
NOVHNM,-1000
DECHNM,-1000
JANHNO,200
FEBHNO,200
MARHNO,200
APRHNO,200
MAYHNO,200
JUNHNO,200
JULHNO,200
AUGHNO,200
SEPHNO,200
OCTHNO,200
NOVHNO,200
DECHNO,200
JANHNS,-800
FEBHNS,-800
MARHNS,-800
APRHNS,-800
MAYHNS,-800
JUNHNS,-800
JULHNS,-800
AUGHNS,-800
SEPHNS,-800
OCTHNS,-800
NOVHNS,-800
DECHNS,-800
JANHNY,800
FEBHNY,800
MARHNY,800
APRHNY,800
MAYHNY,800
JUNHNY,800
JULHNY,800
AUGHNY,800
SEPHNY,800
OCTHNY,800
NOVHNY,800
DECHNY,800
JANHOB,-700
FEBHOB,-700
MARHOB,-600
APRHOB,-600
MAYHOB,-600
JUNHOB,-600
JULHOB,-600
AUGHOB,-600
SEPHOB,-600
OCTHOB,-600
NOVHOB,-700
DECHOB,-700
JANHOD,300
FEBHOD,300
MARHOD,300
APRHOD,300
MAYHOD,300
JUNHOD,300
JULHOD,300
AUGHOD,300
SEPHOD,300
OCTHOD,300
NOVHOD,300
DECHOD,300
JANHOE,700
FEBHOE,700
MARHOE,700
APRHOE,700
MAYHOE,700
JUNHOE,700
JULHOE,700
AUGHOE,700
SEPHOE,700
OCTHOE,700
NOVHOE,700
DECHOE,700
JANHOF,300
FEBHOF,300
MARHOF,300
APRHOF,300
MAYHOF,300
JUNHOF,300
JULHOF,300
AUGHOF,300
SEPHOF,300
OCTHOF,300
NOVHOF,300
DECHOF,300
JANHOG,-500
FEBHOG,-500
MARHOG,-400
APRHOG,-400
MAYHOG,-400
JUNHOG,-400
JULHOG,-400
AUGHOG,-400
SEPHOG,-400
OCTHOG,-400
NOVHOG,-500
DECHOG,-500
JANHOH,200
FEBHOH,200
MARHOH,200
APRHOH,200
MAYHOH,200
JUNHOH,200
JULHOH,200
AUGHOH,200
SEPHOH,200
OCTHOH,200
NOVHOH,200
DECHOH,200
JANHOI,-1000
FEBHOI,-1000
MARHOI,-1000
APRHOI,-1000
MAYHOI,-1000
JUNHOI,-1000
JULHOI,-1000
AUGHOI,-1000
SEPHOI,-1000
OCTHOI,-1000
NOVHOI,-1000
DECHOI,-1000
JANHOK,930
FEBHOK,930
MARHOK,930
APRHOK,930
MAYHOK,930
JUNHOK,930
JULHOK,930
AUGHOK,930
SEPHOK,930
OCTHOK,930
NOVHOK,930
DECHOK,930
JANHOM,-900
FEBHOM,-900
MARHOM,-800
APRHOM,-800
MAYHOM,-800
JUNHOM,-800
JULHOM,-800
AUGHOM,-800
SEPHOM,-800
OCTHOM,-800
NOVHOM,-900
DECHOM,-900
JANHON,-600
FEBHON,-600
MARHON,-500
APRHON,-500
MAYHON,-500
JUNHON,-500
JULHON,-500
AUGHON,-500
SEPHON,-500
OCTHON,-500
NOVHON,-600
DECHON,-600
JANHOQ,100
FEBHOQ,100
MARHOQ,100
APRHOQ,200
MAYHOQ,200
JUNHOQ,200
JULHOQ,200
AUGHOQ,200
SEPHOQ,200
OCTHOQ,200
NOVHOQ,100
DECHOQ,100
JANHOR,-100
FEBHOR,-100
MARHOR,-100
APRHOR,-100
MAYHOR,0
JUNHOR,0
JULHOR,0
AUGHOR,0
SEPHOR,0
OCTHOR,0
NOVHOR,-100
DECHOR,-100
JANHOT,-500
FEBHOT,-500
MARHOT,-500
APRHOT,-500
MAYHOT,-500
JUNHOT,-500
JULHOT,-500
AUGHOT,-500
SEPHOT,-500
OCTHOT,-500
NOVHOT,-500
DECHOT,-500
JANHOU,-600
FEBHOU,-600
MARHOU,-500
APRHOU,-500
MAYHOU,-500
JUNHOU,-500
JULHOU,-500
AUGHOU,-500
SEPHOU,-500
OCTHOU,-500
NOVHOU,-600
DECHOU,-600
JANHOV,100
FEBHOV,100
MARHOV,100
APRHOV,100
MAYHOV,200
JUNHOV,200
JULHOV,200
AUGHOV,200
SEPHOV,200
OCTHOV,200
NOVHOV,100
DECHOV,100
JANHOX,630
FEBHOX,630
MARHOX,630
APRHOX,630
MAYHOX,630
JUNHOX,630
JULHOX,630
AUGHOX,630
SEPHOX,630
OCTHOX,630
NOVHOX,630
DECHOX,630
JANHPA,1300
FEBHPA,1300
MARHPA,1300
APRHPA,1300
MAYHPA,1300
JUNHPA,1300
JULHPA,1300
AUGHPA,1300
SEPHPA,1300
OCTHPA,1300
NOVHPA,1300
DECHPA,1300
JANHPB,-800
FEBHPB,-800
MARHPB,-800
APRHPB,-800
MAYHPB,-800
JUNHPB,-800
JULHPB,-800
AUGHPB,-800
SEPHPB,-800
OCTHPB,-800
NOVHPB,-800
DECHPB,-800
JANHPG,800
FEBHPG,800
MARHPG,800
APRHPG,800
MAYHPG,800
JUNHPG,800
JULHPG,800
AUGHPG,800
SEPHPG,800
OCTHPG,800
NOVHPG,800
DECHPG,800
JANHPH,700
FEBHPH,700
MARHPH,700
APRHPH,700
MAYHPH,700
JUNHPH,700
JULHPH,700
AUGHPH,700
SEPHPH,700
OCTHPH,700
NOVHPH,700
DECHPH,700
JANHPN,-500
FEBHPN,-500
MARHPN,-400
APRHPN,-400
MAYHPN,-400
JUNHPN,-400
JULHPN,-400
AUGHPN,-400
SEPHPN,-400
OCTHPN,-400
NOVHPN,-500
DECHPN,-500
JANHRB,800
FEBHRB,800
MARHRB,800
APRHRB,800
MAYHRB,800
JUNHRB,800
JULHRB,800
AUGHRB,800
SEPHRB,800
OCTHRB,800
NOVHRB,800
DECHRB,800
JANHRE,200
FEBHRE,200
MARHRE,200
APRHRE,200
MAYHRE,200
JUNHRE,200
JULHRE,200
AUGHRE,200
SEPHRE,200
OCTHRE,200
NOVHRE,200
DECHRE,200
JANHRG,200
FEBHRG,200
MARHRG,200
APRHRG,200
MAYHRG,200
JUNHRG,200
JULHRG,200
AUGHRG,200
SEPHRG,200
OCTHRG,200
NOVHRG,200
DECHRG,200
JANHRI,530
FEBHRI,530
MARHRI,530
APRHRI,530
MAYHRI,530
JUNHRI,530
JULHRI,530
AUGHRI,530
SEPHRI,530
OCTHRI,530
NOVHRI,530
DECHRI,530
JANHRJ,545
FEBHRJ,545
MARHRJ,545
APRHRJ,545
MAYHRJ,545
JUNHRJ,545
JULHRJ,545
AUGHRJ,545
SEPHRJ,545
OCTHRJ,545
NOVHRJ,545
DECHRJ,545
JANHRK,200
FEBHRK,200
MARHRK,200
APRHRK,300
MAYHRK,300
JUNHRK,300
JULHRK,300
AUGHRK,300
SEPHRK,300
OCTHRK,300
NOVHRK,200
DECHRK,200
JANHRL,-600
FEBHRL,-600
MARHRL,-500
APRHRL,-500
MAYHRL,-500
JUNHRL,-500
JULHRL,-500
AUGHRL,-500
SEPHRL,-500
OCTHRL,-500
NOVHRL,-600
DECHRL,-600
MAYHRM,100
JUNHRM,100
JULHRM,100
AUGHRM,100
JANHRO,-500
FEBHRO,-500
MARHRO,-500
APRHRO,-500
MAYHRO,-500
JUNHRO,-500
JULHRO,-500
AUGHRO,-500
SEPHRO,-500
OCTHRO,-500
NOVHRO,-500
DECHRO,-500
JANHSG,900
FEBHSG,900
MARHSG,900
APRHSG,900
MAYHSG,900
JUNHSG,900
JULHSG,900
AUGHSG,900
SEPHSG,900
OCTHSG,900
NOVHSG,900
DECHSG,900
JANHSL,-800
FEBHSL,-800
MARHSL,-800
APRHSL,-800
MAYHSL,-800
JUNHSL,-800
JULHSL,-800
AUGHSL,-800
SEPHSL,-800
OCTHSL,-800
NOVHSL,-800
DECHSL,-800
JANHSN,800
FEBHSN,800
MARHSN,800
APRHSN,800
MAYHSN,800
JUNHSN,800
JULHSN,800
AUGHSN,800
SEPHSN,800
OCTHSN,800
NOVHSN,800
DECHSN,800
JANHSV,-600
FEBHSV,-600
MARHSV,-500
APRHSV,-500
MAYHSV,-500
JUNHSV,-500
JULHSV,-500
AUGHSV,-500
SEPHSV,-500
OCTHSV,-500
NOVHSV,-600
DECHSV,-600
JANHTA,800
FEBHTA,800
MARHTA,800
APRHTA,800
MAYHTA,800
JUNHTA,800
JULHTA,800
AUGHTA,800
SEPHTA,800
OCTHTA,800
NOVHTA,800
DECHTA,800
JANHTI,1000
FEBHTI,1000
MARHTI,1000
APRHTI,1000
MAYHTI,1000
JUNHTI,1000
JULHTI,1000
AUGHTI,1000
SEPHTI,1000
OCTHTI,1000
NOVHTI,1000
DECHTI,1000
JANHTN,800
FEBHTN,800
MARHTN,800
APRHTN,800
MAYHTN,800
JUNHTN,800
JULHTN,800
AUGHTN,800
SEPHTN,800
OCTHTN,800
NOVHTN,800
DECHTN,800
JANHTS,-500
FEBHTS,-500
MARHTS,-400
APRHTS,-400
MAYHTS,-400
JUNHTS,-400
JULHTS,-400
AUGHTS,-400
SEPHTS,-400
OCTHTS,-400
NOVHTS,-500
DECHTS,-500
JANHTV,-500
FEBHTV,-500
MARHTV,-500
APRHTV,-500
MAYHTV,-500
JUNHTV,-500
JULHTV,-500
AUGHTV,-500
SEPHTV,-500
OCTHTV,-500
NOVHTV,-500
DECHTV,-500
JANHTY,200
FEBHTY,200
MARHTY,200
APRHTY,300
MAYHTY,300
JUNHTY,300
JULHTY,300
AUGHTY,300
SEPHTY,300
OCTHTY,300
NOVHTY,200
DECHTY,200
JANHUE,300
FEBHUE,300
MARHUE,300
APRHUE,300
MAYHUE,300
JUNHUE,300
JULHUE,300
AUGHUE,300
SEPHUE,300
OCTHUE,300
NOVHUE,300
DECHUE,300
JANHUH,-1000
FEBHUH,-1000
MARHUH,-1000
APRHUH,-1000
MAYHUH,-1000
JUNHUH,-1000
JULHUH,-1000
AUGHUH,-1000
SEPHUH,-1000
OCTHUH,-1000
NOVHUH,-1000
DECHUH,-1000
JANHUI,700
FEBHUI,700
MARHUI,700
APRHUI,700
MAYHUI,700
JUNHUI,700
JULHUI,700
AUGHUI,700
SEPHUI,700
OCTHUI,700
NOVHUI,700
DECHUI,700
JANHUN,800
FEBHUN,800
MARHUN,800
APRHUN,800
MAYHUN,800
JUNHUN,800
JULHUN,800
AUGHUN,800
SEPHUN,800
OCTHUN,800
NOVHUN,800
DECHUN,800
JANHUQ,200
FEBHUQ,200
MARHUQ,200
APRHUQ,200
MAYHUQ,200
JUNHUQ,200
JULHUQ,200
AUGHUQ,200
SEPHUQ,200
OCTHUQ,200
NOVHUQ,200
DECHUQ,200
JANHUS,-800
FEBHUS,-800
MARHUS,-800
APRHUS,-800
MAYHUS,-800
JUNHUS,-800
JULHUS,-800
AUGHUS,-800
SEPHUS,-800
OCTHUS,-800
NOVHUS,-800
DECHUS,-800
JANHUU,-500
FEBHUU,-500
MARHUU,-500
APRHUU,-500
MAYHUU,-500
JUNHUU,-500
JULHUU,-500
AUGHUU,-500
SEPHUU,-500
OCTHUU,-500
NOVHUU,-500
DECHUU,-500
JANHUV,200
FEBHUV,200
MARHUV,200
APRHUV,200
MAYHUV,200
JUNHUV,200
JULHUV,200
AUGHUV,200
SEPHUV,200
OCTHUV,200
NOVHUV,200
DECHUV,200
JANHUW,-400
FEBHUW,-400
MARHUW,-400
APRHUW,-400
MAYHUW,-400
JUNHUW,-400
JULHUW,-400
AUGHUW,-400
SEPHUW,-400
OCTHUW,-400
NOVHUW,-400
DECHUW,-400
JANHUX,-600
FEBHUX,-600
MARHUX,-600
APRHUX,-500
MAYHUX,-500
JUNHUX,-500
JULHUX,-500
AUGHUX,-500
SEPHUX,-500
OCTHUX,-500
NOVHUX,-600
DECHUX,-600
JANHUY,0
FEBHUY,0
MARHUY,0
APRHUY,100
MAYHUY,100
JUNHUY,100
JULHUY,100
AUGHUY,100
SEPHUY,100
OCTHUY,100
NOVHUY,0
DECHUY,0
JANHUZ,800
FEBHUZ,800
MARHUZ,800
APRHUZ,800
MAYHUZ,800
JUNHUZ,800
JULHUZ,800
AUGHUZ,800
SEPHUZ,800
OCTHUZ,800
NOVHUZ,800
DECHUZ,800
FEBHVA,300
JANHVB,1000
FEBHVB,1000
MARHVB,1000
APRHVB,1000
MAYHVB,1000
JUNHVB,1000
JULHVB,1000
AUGHVB,1000
SEPHVB,1000
OCTHVB,1000
NOVHVB,1000
DECHVB,1000
JANHVD,900
FEBHVD,900
MARHVD,900
APRHVD,900
MAYHVD,900
JUNHVD,900
JULHVD,900
AUGHVD,900
SEPHVD,900
OCTHVD,900
NOVHVD,900
DECHVD,900
JANHVG,100
FEBHVG,100
MARHVG,100
APRHVG,100
MAYHVG,200
JUNHVG,200
JULHVG,200
AUGHVG,200
SEPHVG,200
OCTHVG,200
NOVHVG,100
DECHVG,100
JANHVN,-500
FEBHVN,-500
MARHVN,-400
APRHVN,-400
MAYHVN,-400
JUNHVN,-400
JULHVN,-400
AUGHVN,-400
SEPHVN,-400
OCTHVN,-400
NOVHVN,-500
DECHVN,-500
JANHVR,-600
FEBHVR,-600
MARHVR,-600
APRHVR,-600
MAYHVR,-600
JUNHVR,-600
JULHVR,-600
AUGHVR,-600
SEPHVR,-600
OCTHVR,-600
NOVHVR,-600
DECHVR,-600
JANHXD,800
FEBHXD,800
MARHXD,800
APRHXD,800
MAYHXD,800
JUNHXD,800
JULHXD,800
AUGHXD,800
SEPHXD,800
OCTHXD,800
NOVHXD,800
DECHXD,800
JANHYA,-400
FEBHYA,-500
MARHYA,-500
APRHYA,-500
MAYHYA,-400
JUNHYA,-400
JULHYA,-400
AUGHYA,-400
SEPHYA,-400
OCTHYA,-400
NOVHYA,-400
DECHYA,-400
JANHYD,530
FEBHYD,530
MARHYD,530
APRHYD,530
MAYHYD,530
JUNHYD,530
JULHYD,530
AUGHYD,530
SEPHYD,530
OCTHYD,530
NOVHYD,530
DECHYD,530
JANHYF,1000
FEBHYF,1000
MARHYF,1000
APRHYF,1000
MAYHYF,1000
JUNHYF,1000
JULHYF,1000
AUGHYF,1000
SEPHYF,1000
OCTHYF,1000
NOVHYF,1000
DECHYF,1000
JANHYG,-800
FEBHYG,-800
MARHYG,-800
APRHYG,-800
MAYHYG,-800
JUNHYG,-800
JULHYG,-800
AUGHYG,-800
SEPHYG,-800
OCTHYG,-800
NOVHYG,-800
DECHYG,-800
JANHYL,-800
FEBHYL,-800
MARHYL,-800
APRHYL,-800
MAYHYL,-800
JUNHYL,-800
JULHYL,-800
AUGHYL,-800
SEPHYL,-800
OCTHYL,-800
NOVHYL,-800
DECHYL,-800
JANHYN,800
FEBHYN,800
MARHYN,800
APRHYN,800
MAYHYN,800
JUNHYN,800
JULHYN,800
AUGHYN,800
SEPHYN,800
OCTHYN,800
NOVHYN,800
DECHYN,800
JANHYS,-600
FEBHYS,-600
MARHYS,-500
APRHYS,-500
MAYHYS,-500
JUNHYS,-500
JULHYS,-500
AUGHYS,-500
SEPHYS,-500
OCTHYS,-500
NOVHYS,-600
DECHYS,-600
JANHZG,800
FEBHZG,800
MARHZG,800
APRHZG,800
MAYHZG,800
JUNHZG,800
JULHZG,800
AUGHZG,800
SEPHZG,800
OCTHZG,800
NOVHZG,800
DECHZG,800
JANHZH,800
FEBHZH,800
MARHZH,800
APRHZH,800
MAYHZH,800
JUNHZH,800
JULHZH,800
AUGHZH,800
SEPHZH,800
OCTHZH,800
NOVHZH,800
DECHZH,800
JANIAA,700
FEBIAA,700
MARIAA,700
APRIAA,700
MAYIAA,700
JUNIAA,700
JULIAA,700
AUGIAA,700
SEPIAA,700
OCTIAA,700
NOVIAA,700
DECIAA,700
JANIAD,-500
FEBIAD,-500
MARIAD,-400
APRIAD,-400
MAYIAD,-400
JUNIAD,-400
JULIAD,-400
AUGIAD,-400
SEPIAD,-400
OCTIAD,-400
NOVIAD,-500
DECIAD,-500
JANIAG,-500
FEBIAG,-500
MARIAG,-400
APRIAG,-400
MAYIAG,-400
JUNIAG,-400
JULIAG,-400
AUGIAG,-400
SEPIAG,-400
OCTIAG,-400
NOVIAG,-500
DECIAG,-500
JANIAH,-600
FEBIAH,-600
MARIAH,-500
APRIAH,-500
MAYIAH,-500
JUNIAH,-500
JULIAH,-500
AUGIAH,-500
SEPIAH,-500
OCTIAH,-500
NOVIAH,-600
DECIAH,-600
JANIAM,100
FEBIAM,100
MARIAM,100
APRIAM,100
MAYIAM,100
JUNIAM,100
JULIAM,100
AUGIAM,100
SEPIAM,100
OCTIAM,100
NOVIAM,100
DECIAM,100
JANIAN,-900
FEBIAN,-900
MARIAN,-900
APRIAN,-900
MAYIAN,-800
JUNIAN,-800
JULIAN,-800
AUGIAN,-800
SEPIAN,-800
OCTIAN,-800
NOVIAN,-800
DECIAN,-900
JANIAO,800
FEBIAO,800
MARIAO,800
APRIAO,800
MAYIAO,800
JUNIAO,800
JULIAO,800
AUGIAO,800
SEPIAO,800
OCTIAO,800
NOVIAO,800
DECIAO,800
JANIAQ,330
FEBIAQ,330
MARIAQ,330
APRIAQ,330
MAYIAQ,330
JUNIAQ,330
JULIAQ,330
AUGIAQ,330
SEPIAQ,330
OCTIAQ,330
NOVIAQ,330
DECIAQ,330
JANIAR,300
FEBIAR,300
MARIAR,300
APRIAR,300
MAYIAR,300
JUNIAR,300
JULIAR,300
AUGIAR,300
SEPIAR,300
OCTIAR,300
NOVIAR,300
DECIAR,300
JANIAS,200
FEBIAS,200
MARIAS,200
APRIAS,300
MAYIAS,300
JUNIAS,300
JULIAS,300
AUGIAS,300
SEPIAS,300
OCTIAS,300
NOVIAS,200
DECIAS,200
JANIBA,100
FEBIBA,100
MARIBA,100
APRIBA,100
MAYIBA,100
JUNIBA,100
JULIBA,100
AUGIBA,100
SEPIBA,100
OCTIBA,100
NOVIBA,100
DECIBA,100
JANIBE,-500
FEBIBE,-500
MARIBE,-500
APRIBE,-500
MAYIBE,-500
JUNIBE,-500
JULIBE,-500
AUGIBE,-500
SEPIBE,-500
OCTIBE,-500
NOVIBE,-500
DECIBE,-500
JANIBL,200
FEBIBL,200
MARIBL,200
APRIBL,200
MAYIBL,200
JUNIBL,200
JULIBL,200
AUGIBL,200
SEPIBL,200
OCTIBL,200
NOVIBL,200
DECIBL,200
JANIBR,900
FEBIBR,900
MARIBR,900
APRIBR,900
MAYIBR,900
JUNIBR,900
JULIBR,900
AUGIBR,900
SEPIBR,900
OCTIBR,900
NOVIBR,900
DECIBR,900
MAYIBT,200
JUNIBT,200
JULIBT,200
AUGIBT,200
SEPIBT,200
OCTIBT,200
NOVIBT,100
JANIBZ,100
FEBIBZ,100
MARIBZ,100
APRIBZ,200
MAYIBZ,200
JUNIBZ,200
